	evs	mae	mean_abs_fc	median_abs_fc	mse	pearsonr	pearsonr_p	r2	smse	spearmanrho	spearmanrho_p
AT2_18M_F10_mrna_pl_embed	0.3998546884416273	0.8987701353858775	1.8650980694366417	1.6453097584962926	1.370591416404104	0.6335483589532236	2.4507618908856917e-32	0.39842982271268923	0.6001450911378048	0.6101786696138545	8.572216235872713e-30
AM_04M_F0_mrna	0.20587123169480354	1.0646197359914882	2.0922073287184753	1.8344792294595447	1.8445864206971359	0.4541077830309022	1.8967493691242994e-14	0.20549678456848106	0.793822076887604	0.43142366250345365	7.608291574084226e-15
AM_04M_F0_mrna_pl	0.3924588242790549	0.9141942419693221	1.884591621444205	1.6583823783186855	1.4103989218260717	0.6269761029494894	1.9541063725001942e-36	0.39195226000527295	0.6075277230757732	0.619764408480804	2.9935689127296727e-34
AM_04M_F0_mrna_pl_embed	0.46339788228162426	0.846798945504258	1.798758413969244	1.5780370995144808	1.246063164132962	0.6811694946889502	1.5003235720085033e-43	0.4628748762198615	0.536666948269317	0.6653163539551022	7.391641155392771e-38
AM_04M_F10_mrna	0.18131096221303378	1.0521800861340582	2.0747589297140996	1.8052290429639317	1.8160920523037785	0.42670053675351916	5.003684965491959e-13	0.17836401626190784	0.8176699114511164	0.40289407174803876	3.6665939261846087e-13
AM_04M_F10_mrna_pl	0.3803851884026357	0.8976289772567991	1.8635915309617777	1.6398586697534345	1.3729693783719337	0.6181244995630542	1.7872083267837806e-35	0.37886107948882886	0.6181475670699361	0.6121281199235904	3.083103027776236e-35
AM_04M_F10_mrna_pl_embed	0.4449661694992044	0.8401357150664884	1.790789108874478	1.5791363609668898	1.230620390352677	0.6690720710010072	5.355870130928184e-43	0.4429986663058452	0.5543392071453614	0.6524732963030292	1.4525393612112093e-41
AM_18M_F0_mrna	0.20151498977721244	1.0511500570594734	2.0728190364931725	1.8342320962902368	1.7941635405280594	0.4499453920193206	2.377399180587936e-17	0.19881123442471038	0.798900715735529	0.42444179642704166	3.2124692955889486e-14
AM_18M_F0_mrna_pl	0.3869715931235403	0.9029486389807031	1.870801357462346	1.6424013573271723	1.378917023646856	0.622539873077489	7.96118993468669e-36	0.38496813467638324	0.6132583030909401	0.6082888202990853	7.882040878498731e-35
AM_18M_F0_mrna_pl_embed	0.4595998444846119	0.839113076527995	1.7897553478065409	1.5886525250763566	1.2134025527196617	0.6790638557720738	1.2119874412572204e-44	0.4582712090041675	0.5401467381931625	0.6565966057364747	1.5024057164452805e-40
AM_18M_F10_mrna	0.17448078660743413	1.0462668053601223	2.065795770428809	1.806120736146737	1.7981111153325162	0.41884927118195314	1.8432541884141004e-11	0.17095099133239358	0.8253351671245509	0.3903464463048146	2.522763703672065e-09
AM_18M_F10_mrna_pl	0.37057277767750324	0.9020427050361135	1.8691401399649852	1.6505190295861123	1.3685813384759267	0.6091565575940358	9.336840693183081e-35	0.3692211564635447	0.6278982895887529	0.5989499147605575	1.0651316652058475e-31
AM_18M_F10_mrna_pl_embed	0.43919012595907025	0.8418798378785401	1.7929328864931673	1.5928823323346122	1.2206402853179275	0.6630566659725952	2.1065996494222085e-41	0.4381826043060821	0.5592332263803557	0.6451067339916302	1.803065448330343e-38
